item_id	bucket	item_kind	command	option	value	combination	repo_state	transport	platform	implementation_source	evidence_source	evidence_kind	source_detail	next_action	notes
matrix:ae24958784a8b782	verified	exact_behavior_variant	add	--no-all	.	ignore removal pathspec	tracked deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_all_path	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:14	safe to skip unless code or evidence changes	no-all with a pathspec stages the new path while leaving tracked deletion unstaged like stock Git
matrix:4f6591ab2a9dc825	verified	exact_behavior_variant	add	--no-all	.	repeated --no-all pathspec	tracked deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_all_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:15	safe to skip unless code or evidence changes	repeated no-all with a pathspec stages the new path while leaving tracked deletion unstaged like stock Git
matrix:72e6df58df31827b	verified	exact_behavior_variant	add	--ignore-removal	.	ignore removal pathspec	tracked deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_ignore_removal_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:16	safe to skip unless code or evidence changes	ignore-removal long alias stages the new path while leaving tracked deletion unstaged like stock Git
matrix:1f23cf567e55ce87	verified	exact_behavior_variant	add	--no-ignore-removal	.	stage removal pathspec	tracked deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_ignore_removal_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:17	safe to skip unless code or evidence changes	no-ignore-removal stages both the new path and tracked deletion like stock Git
matrix:b294e09dca972122	verified	exact_behavior_variant	add	--renormalize	.	renormalize pathspec	tracked modification plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_renormalize_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:18	safe to skip unless code or evidence changes	renormalize stages tracked updates while leaving untracked paths unstaged like stock Git
matrix:6341bd744b4ba032	verified	exact_behavior_variant	add	--renormalize	.	repeated --renormalize pathspec	tracked modification plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_renormalize_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:19	safe to skip unless code or evidence changes	repeated renormalize stages tracked updates while leaving untracked paths unstaged like stock Git
matrix:15e1b98272b0aa31	verified	exact_behavior_variant	add	--no-renormalize	.	default pathspec add	tracked modification plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_renormalize_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:20	safe to skip unless code or evidence changes	no-renormalize behaves like default add, staging tracked update and untracked path like stock Git
matrix:c507126d9f95fb73	verified	exact_behavior_variant	add	--force	force.ignored	explicit ignored path	clean repository with ignore rule	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_force_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:21	safe to skip unless code or evidence changes	long force option stages an explicitly ignored path with stock-compatible stdout/stderr, status and index shape
matrix:f67e69c0d91a6113	verified	exact_behavior_variant	add	--force	force.ignored	repeated --force explicit ignored path	clean repository with ignore rule	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_force_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:22	safe to skip unless code or evidence changes	repeated long force option stages an explicitly ignored path like stock Git
matrix:45e66fe0f2112fdc	verified	exact_behavior_variant	add	--edit	<empty>	no-op editor patch	tracked modification	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_edit_noop	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:23	safe to skip unless code or evidence changes	no-op editor patch stages the tracked modification with stock-compatible stdout/stderr, status and index shape
matrix:74879b16a499a716	verified	exact_behavior_variant	add	-e	<empty>	no-op editor patch short form	tracked modification	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_edit_short_noop	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:24	safe to skip unless code or evidence changes	no-op editor patch short form stages the tracked modification with stock-compatible stdout/stderr, status and index shape
matrix:705ffd1a65f9d564	verified	exact_behavior_variant	add	--edit	<empty>	repeated no-op editor patch	tracked modification	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_edit_repeated	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:25	safe to skip unless code or evidence changes	repeated no-op editor patch stages the tracked modification with stock-compatible stdout/stderr, status and index shape
matrix:90ef57b3489a3a22	verified	exact_behavior_variant	add	-e	<empty>	repeated no-op editor patch short form	tracked modification	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_edit_short_repeated	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:26	safe to skip unless code or evidence changes	repeated no-op editor patch short form stages the tracked modification with stock-compatible stdout/stderr, status and index shape
matrix:b93097b93cde1778	verified	exact_behavior_variant	add	--pathspec-file-nul	<empty>	--pathspec-from-file paths.nul with tracked and untracked paths	tracked modification plus untracked pathspec file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_pathspec_file_nul	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:27	safe to skip unless code or evidence changes	NUL pathspec-file mode stages listed tracked and untracked paths with stock-compatible stdout/stderr, status and index shape
matrix:01ff92d3798a7a28	verified	exact_behavior_variant	add	--pathspec-file-nul	<empty>	repeated --pathspec-file-nul with tracked and untracked paths	tracked modification plus untracked pathspec file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_pathspec_file_nul_repeated	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:28	safe to skip unless code or evidence changes	repeated NUL pathspec-file mode stages listed tracked and untracked paths like stock Git
matrix:2934e24e16abc59c	verified	exact_behavior_variant	add	--pathspec-from-file	paths.lf	LF pathspec file with tracked and untracked paths	tracked modification plus untracked pathspec file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_pathspec_from_file_lf	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:29	safe to skip unless code or evidence changes	LF pathspec-file mode stages listed tracked and untracked paths with stock-compatible stdout/stderr, status and index shape
matrix:267fd6a0f3dd5866	verified	exact_behavior_variant	add	--pathspec-from-file	paths.lf	separate LF pathspec file with tracked and untracked paths	tracked modification plus untracked pathspec file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_pathspec_from_file_lf_separate	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:30	safe to skip unless code or evidence changes	separate LF pathspec-file mode stages listed tracked and untracked paths with stock-compatible stdout/stderr, status and index shape
matrix:061f7ec0d7b82c40	verified	exact_behavior_variant	add	--no-pathspec-file-nul	<empty>	--pathspec-from-file paths.lf LF mode	tracked modification plus untracked pathspec file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_pathspec_from_file_no_nul	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:31	safe to skip unless code or evidence changes	explicit no-pathspec-file-nul keeps LF pathspec-file mode like stock Git
matrix:8ec9bfd78a1eaeeb	verified	exact_behavior_variant	add	--update	<empty>	tracked modification, deletion and untracked path	tracked modification plus deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_update_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:32	safe to skip unless code or evidence changes	long update option stages tracked update and deletion while leaving untracked path alone with stock-compatible stdout/stderr, status and index shape
matrix:11a98a6b3f1accb3	verified	exact_behavior_variant	add	--update	<empty>	repeated --update	tracked modification plus deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_update_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:33	safe to skip unless code or evidence changes	repeated long update option stages tracked update and deletion while leaving untracked path alone like stock Git
matrix:77fc0fd8faee547f	verified	exact_behavior_variant	add	-u	<empty>	tracked modification, deletion and untracked path	tracked modification plus deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_update_short	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:34	safe to skip unless code or evidence changes	short update option stages tracked update and deletion while leaving untracked path alone with stock-compatible stdout/stderr, status and index shape
matrix:439f06af7bdad26d	verified	exact_behavior_variant	add	-u	<empty>	repeated -u	tracked modification plus deletion plus untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_update_repeated_short	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:35	safe to skip unless code or evidence changes	repeated short update option stages tracked update and deletion while leaving untracked path alone like stock Git
matrix:39f3a6b385121503	verified	exact_behavior_variant	add	--no-update	new.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_update_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:36	safe to skip unless code or evidence changes	no-update long negation behaves like default add, staging an untracked path like stock Git
matrix:e001e33d4cdd4099	verified	exact_behavior_variant	add	--no-update	new.txt	repeated --no-update	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_update_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:37	safe to skip unless code or evidence changes	repeated no-update behaves like default add, staging an untracked path like stock Git
matrix:ae7e7a308674c99c	verified	exact_behavior_variant	add	-n	dry.txt	dry-run new path	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_dry_run_short	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:38	safe to skip unless code or evidence changes	short dry-run option reports the add and leaves status and index unchanged like stock Git
matrix:e652bae72e5580fd	verified	exact_behavior_variant	add	--dry-run	dry-long.txt	dry-run new path	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_dry_run_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:39	safe to skip unless code or evidence changes	long dry-run option reports the add and leaves status and index unchanged like stock Git
matrix:f9c77e39680cc9f3	verified	exact_behavior_variant	add	--dry-run	dry.txt	repeated --dry-run new path	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_dry_run_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:40	safe to skip unless code or evidence changes	repeated long dry-run option reports the add and leaves status and index unchanged like stock Git
matrix:a042072c32978d1e	verified	exact_behavior_variant	add	-n	new.txt	repeated dry-run new path	clean repository with untracked path	local	all	behavior matrix	tools/git-stage-schema-oracle-smoke.sh::stage_dry_run_repeated	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:41	safe to skip unless code or evidence changes	repeated dry-run short form reports the add and leaves status and index unchanged like stock Git
matrix:ba064c27ceed76c0	verified	exact_behavior_variant	add	-n	new.txt	-v dry-run plus verbose new path	clean repository with untracked path	local	all	behavior matrix	tools/git-stage-schema-oracle-smoke.sh::stage_dry_run_verbose_short	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:42	safe to skip unless code or evidence changes	dry-run plus verbose short forms report the add and leave status and index unchanged like stock Git
matrix:2c98f9244abe7eaa	verified	exact_behavior_variant	add	--dry-run	new.txt	--verbose dry-run plus verbose new path	clean repository with untracked path	local	all	behavior matrix	tools/git-stage-schema-oracle-smoke.sh::stage_dry_run_verbose_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:43	safe to skip unless code or evidence changes	dry-run plus verbose long forms report the add and leave status and index unchanged like stock Git
matrix:012dc2397fd703e5	verified	exact_behavior_variant	add	--no-dry-run	real.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_dry_run_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:44	safe to skip unless code or evidence changes	no-dry-run long negation behaves like default add, staging an untracked path like stock Git
matrix:c0fea4df23469a26	verified	exact_behavior_variant	add	--no-dry-run	real.txt	repeated --no-dry-run	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_dry_run_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:45	safe to skip unless code or evidence changes	repeated no-dry-run behaves like default add, staging an untracked path like stock Git
matrix:96be28f5ea020a24	verified	exact_behavior_variant	add	--verbose	verbose.txt	verbose new path	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_verbose_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:46	safe to skip unless code or evidence changes	long verbose option reports the added path and stages it with stock-compatible stdout/stderr, status and index shape
matrix:7b97ef320999e604	verified	exact_behavior_variant	add	--verbose	verbose.txt	repeated --verbose new path	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_verbose_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:47	safe to skip unless code or evidence changes	repeated long verbose option reports the added path and stages it like stock Git
matrix:81fc99af27460a81	verified	exact_behavior_variant	add	-v	verbose.txt	verbose new path	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_verbose_short	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:48	safe to skip unless code or evidence changes	short verbose option reports the added path and stages it with stock-compatible stdout/stderr, status and index shape
matrix:85eb7c224d6803f1	verified	exact_behavior_variant	add	-v	new.txt	repeated verbose new path	clean repository with untracked path	local	all	behavior matrix	tools/git-stage-schema-oracle-smoke.sh::stage_verbose_repeated	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:49	safe to skip unless code or evidence changes	repeated verbose short form reports the added path and stages it with stock-compatible stdout/stderr, status and index shape
matrix:9b41d11e6dd6f45d	verified	exact_behavior_variant	add	--no-verbose	quiet.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_verbose_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:50	safe to skip unless code or evidence changes	no-verbose long negation behaves like default add with stock stdout/stderr and index shape
matrix:bf72b220c381b6d2	verified	exact_behavior_variant	add	--no-verbose	quiet.txt	repeated --no-verbose	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_verbose_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:51	safe to skip unless code or evidence changes	repeated no-verbose behaves like default add with stock stdout/stderr and index shape
matrix:772a6dff44b9ae34	verified	exact_behavior_variant	add	--no-intent-to-add	full.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_intent_to_add_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:52	safe to skip unless code or evidence changes	no-intent-to-add long negation stages the full file like default add and stock Git
matrix:b55316748aa1fdd0	verified	exact_behavior_variant	add	--no-intent-to-add	full.txt	repeated --no-intent-to-add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_intent_to_add_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:53	safe to skip unless code or evidence changes	repeated no-intent-to-add stages the full file like default add and stock Git
matrix:e26de8d1cfde7bbc	verified	exact_behavior_variant	add	--no-refresh	fresh.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_refresh_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:54	safe to skip unless code or evidence changes	no-refresh long negation behaves like default add, staging an untracked path like stock Git
matrix:ec835d660f11e8be	verified	exact_behavior_variant	add	--no-refresh	fresh.txt	repeated --no-refresh	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_refresh_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:55	safe to skip unless code or evidence changes	repeated no-refresh behaves like default add, staging an untracked path like stock Git
matrix:b480e8dee3ecc4b3	verified	exact_behavior_variant	add	--no-ignore-errors	errors-off.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_ignore_errors_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:56	safe to skip unless code or evidence changes	no-ignore-errors long negation behaves like default add, staging an untracked path like stock Git
matrix:19a6bee3016501b0	verified	exact_behavior_variant	add	--no-ignore-errors	errors-off.txt	repeated --no-ignore-errors	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_ignore_errors_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:57	safe to skip unless code or evidence changes	repeated no-ignore-errors behaves like default add, staging an untracked path like stock Git
matrix:d2b5eecf0b67ee0e	verified	exact_behavior_variant	add	--ignore-errors	errors-off.txt	repeated --ignore-errors	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_ignore_errors_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:58	safe to skip unless code or evidence changes	repeated ignore-errors stages the readable path like stock Git
matrix:4a42f01c1f21f456	verified	exact_behavior_variant	add	--no-ignore-missing	missing-off.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_ignore_missing_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:59	safe to skip unless code or evidence changes	no-ignore-missing long negation behaves like default add, staging an untracked path like stock Git
matrix:694cf076aff0980a	verified	exact_behavior_variant	add	--no-ignore-missing	missing-off.txt	repeated --no-ignore-missing	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_ignore_missing_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:60	safe to skip unless code or evidence changes	repeated no-ignore-missing behaves like default add, staging an untracked path like stock Git
matrix:e6ca6b1dd5f2a061	verified	exact_behavior_variant	add	--ignore-missing	missing.txt	--ignore-missing with --dry-run	clean repository with missing path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_ignore_missing_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:61	safe to skip unless code or evidence changes	ignore-missing with dry-run accepts the missing path like stock Git
matrix:3fbb3abfe33e36e9	verified	exact_behavior_variant	add	--ignore-missing	missing.txt	repeated --ignore-missing with --dry-run	clean repository with missing path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_ignore_missing_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:62	safe to skip unless code or evidence changes	repeated ignore-missing with dry-run accepts the missing path like stock Git
matrix:99708a86268c13ed	verified	exact_behavior_variant	add	--refresh	tracked.txt	refresh tracked path	dirty tracked file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_refresh_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:63	safe to skip unless code or evidence changes	refreshes the selected tracked path with stock-compatible stdout/stderr, status and index shape
matrix:8c9f227af0213ee9	verified	exact_behavior_variant	add	--refresh	tracked.txt	repeated --refresh	dirty tracked file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_refresh_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:64	safe to skip unless code or evidence changes	repeated refresh of the selected tracked path matches stock Git stdout/stderr, status and index shape
matrix:883705ce2b5ba361	verified	exact_behavior_variant	add	--no-pathspec-file-nul	lf-pathspec.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_pathspec_file_nul_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:65	safe to skip unless code or evidence changes	no-pathspec-file-nul long negation behaves like default add without pathspec-from-file, matching stock Git
matrix:1f54f26af9214ce9	verified	exact_behavior_variant	add	--no-pathspec-file-nul	lf-pathspec.txt	repeated --no-pathspec-file-nul	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_pathspec_file_nul_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:66	safe to skip unless code or evidence changes	repeated no-pathspec-file-nul behaves like default add without pathspec-from-file, matching stock Git
matrix:be4aa4e5b1bc6133	verified	exact_behavior_variant	add	--no-chmod	mode-default.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_chmod_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:67	safe to skip unless code or evidence changes	no-chmod long negation behaves like default add, staging an untracked path like stock Git
matrix:48365d036fa5e0f5	verified	exact_behavior_variant	add	--no-chmod	mode-default.txt	repeated --no-chmod	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_chmod_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:68	safe to skip unless code or evidence changes	repeated no-chmod behaves like default add, staging an untracked path like stock Git
matrix:cf00be0c46b7c0ed	verified	exact_behavior_variant	add	--chmod	+x	repeated --chmod=+x	clean regular file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_chmod_repeated_plus	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:69	safe to skip unless code or evidence changes	repeated chmod +x stages executable mode like stock Git
matrix:cac1900a151d01a2	verified	exact_behavior_variant	add	--chmod	-x	--chmod=+x then --chmod=-x	clean regular file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_chmod_plus_then_minus	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:70	safe to skip unless code or evidence changes	last chmod value wins, leaving regular mode like stock Git
matrix:2e60c8c02ae49d31	verified	exact_behavior_variant	add	--chmod	+x	--chmod=-x then --chmod=+x	clean regular file	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_chmod_minus_then_plus	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:71	safe to skip unless code or evidence changes	last chmod value wins, staging executable mode like stock Git
matrix:4db5ced961dd69bf	verified	exact_behavior_variant	add	--sparse	sparse-ok.txt	default new path add outside sparse checkout	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_sparse_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:72	safe to skip unless code or evidence changes	sparse option in a non-sparse repository behaves like default add for a normal untracked path like stock Git
matrix:870760372d7b090d	verified	exact_behavior_variant	add	--sparse	sparse-ok.txt	repeated --sparse outside sparse checkout	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_sparse_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:73	safe to skip unless code or evidence changes	repeated sparse option in a non-sparse repository behaves like default add for a normal untracked path like stock Git
matrix:41af617daaa0a295	verified	exact_behavior_variant	add	--no-sparse	sparse-off.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_sparse_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:74	safe to skip unless code or evidence changes	no-sparse long negation behaves like default add, staging an untracked path like stock Git
matrix:1eaf43ef1d19ca3a	verified	exact_behavior_variant	add	--no-sparse	sparse-off.txt	repeated --no-sparse	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_sparse_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:75	safe to skip unless code or evidence changes	repeated no-sparse behaves like default add, staging an untracked path like stock Git
matrix:a953029f206994ae	verified	exact_behavior_variant	add	--no-pathspec-from-file	pathspec-default.txt	default new path add	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_pathspec_from_file_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:76	safe to skip unless code or evidence changes	no-pathspec-from-file long negation behaves like default add, staging an untracked path like stock Git
matrix:25e8b485bf497e31	verified	exact_behavior_variant	add	--no-pathspec-from-file	pathspec-default.txt	repeated --no-pathspec-from-file	clean repository with untracked path	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_pathspec_from_file_repeated_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:77	safe to skip unless code or evidence changes	repeated no-pathspec-from-file behaves like default add, staging an untracked path like stock Git
matrix:29eb2c3a6993fa93	verified	exact_behavior_variant	add	--no-warn-embedded-repo	inner	suppress embedded repository warning	clean repository with nested git repository	local	all	behavior matrix	tools/git-add-oracle-smoke.sh::add_no_warn_embedded_repo_long	real_tool_trace	docs/cli/matrices/add_v2_47.tsv:78	safe to skip unless code or evidence changes	stages the nested repository gitlink while suppressing embedded-repository warning and hint output like stock Git
