item_id	bucket	item_kind	command	option	value	combination	repo_state	transport	platform	implementation_source	evidence_source	evidence_kind	source_detail	next_action	notes
oracle:9f6daa7d02a9c546	oracle evidence layer	stock_oracle_test_function	<none>	git_admin_tools_compat::config_type_bool_or_str_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::config_type_bool_or_str_matches_stock_git	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=50 evidence_refs=7	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:e80d903cf4b8ab8c	oracle evidence layer	stock_oracle_test_function	<none>	git_admin_tools_compat::config_legacy_type_flags_match_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::config_legacy_type_flags_match_stock_git	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=46 evidence_refs=13	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:57e77947e6d8a3ab	oracle evidence layer	stock_oracle_test_function	<none>	git_admin_tools_compat::config_type_path_expiry_and_color_match_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::config_type_path_expiry_and_color_match_stock_git	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=104 evidence_refs=23	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:fb00998120a38136	oracle evidence layer	stock_oracle_test_function	<none>	git_admin_tools_compat::var_identity_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::var_identity_matches_stock_git	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=17 evidence_refs=3	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:d297251339174213	oracle evidence layer	stock_oracle_test_function	<none>	git_admin_tools_compat::instaweb_starts_serves_repo_summary_and_stops	missing_or_unclassified	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::instaweb_starts_serves_repo_summary_and_stops	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=34 evidence_refs=0	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:2acf6e264edc9f0d	oracle evidence layer	stock_oracle_test_function	<none>	git_admin_tools_compat::instaweb_starts_external_httpd_command_and_stops_it	missing_or_unclassified	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::instaweb_starts_external_httpd_command_and_stops_it	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=55 evidence_refs=0	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:ab6674cdde220a94	oracle evidence layer	stock_oracle_test_function	config	git_admin_tools_compat::remote_config_commands_match_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::remote_config_commands_match_stock_git	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=79 evidence_refs=9	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:9b6361e1bd1da4ac	oracle evidence layer	stock_oracle_test_function	prune,remote,show	git_admin_tools_compat::remote_show_and_prune_match_stock_git_for_local_remote	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::remote_show_and_prune_match_stock_git_for_local_remote	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=61 evidence_refs=4	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:44d837070680d578	oracle evidence layer	stock_oracle_test_function	config	git_admin_tools_compat::remote_set_branches_matches_stock_git_config	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::remote_set_branches_matches_stock_git_config	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=68 evidence_refs=4	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:205b75f2ca812c5c	oracle evidence layer	stock_oracle_test_function	config	git_admin_tools_compat::remote_set_url_variants_match_stock_git_config	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::remote_set_url_variants_match_stock_git_config	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=191 evidence_refs=8	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:d84f25599093d0d2	oracle evidence layer	stock_oracle_test_function	<none>	git_admin_tools_compat::remote_update_matches_stock_git_for_local_remotes	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_admin_tools_compat::remote_update_matches_stock_git_for_local_remotes	stock_git_oracle_test	git_admin_tools_compat.rs body_lines=132 evidence_refs=7	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:306671a796751367	oracle evidence layer	stock_oracle_test_function	apply,diff,log	git_apply_compat::patch_id_matches_stock_git_for_diff_and_log_patches	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::patch_id_matches_stock_git_for_diff_and_log_patches	stock_git_oracle_test	git_apply_compat.rs body_lines=46 evidence_refs=6	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:4a6b4f443d871c47	oracle evidence layer	stock_oracle_test_function	apply,worktree	git_apply_compat::apply_matches_stock_git_for_worktree_check_and_cached_modes	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::apply_matches_stock_git_for_worktree_check_and_cached_modes	stock_git_oracle_test	git_apply_compat.rs body_lines=47 evidence_refs=4	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:8e2e6842e26205c7	oracle evidence layer	stock_oracle_test_function	apply	git_apply_compat::apply_binary_literal_patch_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::apply_binary_literal_patch_matches_stock_git	stock_git_oracle_test	git_apply_compat.rs body_lines=36 evidence_refs=2	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:9831d67955947308	oracle evidence layer	stock_oracle_test_function	apply	git_apply_compat::apply_binary_delta_patch_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::apply_binary_delta_patch_matches_stock_git	stock_git_oracle_test	git_apply_compat.rs body_lines=40 evidence_refs=2	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:e8c9c679d7bfbfee	oracle evidence layer	stock_oracle_test_function	apply,diff	git_apply_compat::zmin_diff_binary_patch_applies_with_stock_git_and_zmin	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::zmin_diff_binary_patch_applies_with_stock_git_and_zmin	stock_git_oracle_test	git_apply_compat.rs body_lines=38 evidence_refs=2	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:638df46252089ae3	oracle evidence layer	stock_oracle_test_function	apply	git_apply_compat::apply_rename_patches_match_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::apply_rename_patches_match_stock_git	stock_git_oracle_test	git_apply_compat.rs body_lines=61 evidence_refs=4	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:23245008de429ea4	oracle evidence layer	stock_oracle_test_function	apply	git_apply_compat::apply_mode_only_patches_match_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::apply_mode_only_patches_match_stock_git	stock_git_oracle_test	git_apply_compat.rs body_lines=28 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:b66951574742adb9	oracle evidence layer	stock_oracle_test_function	apply	git_apply_compat::apply_empty_file_delete_patches_match_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_apply_compat::apply_empty_file_delete_patches_match_stock_git	stock_git_oracle_test	git_apply_compat.rs body_lines=79 evidence_refs=4	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:5ad4f3707aa74a6a	oracle evidence layer	stock_oracle_test_function	archive,commit	git_archive_compat::get_tar_commit_id_matches_stock_git_archive_metadata	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_archive_compat::get_tar_commit_id_matches_stock_git_archive_metadata	stock_git_oracle_test	git_archive_compat.rs body_lines=17 evidence_refs=2	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:ef5c69e30d894bdb	oracle evidence layer	stock_oracle_test_function	archive	git_archive_compat::archive_matches_stock_git_for_tar_prefix_and_paths	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_archive_compat::archive_matches_stock_git_for_tar_prefix_and_paths	stock_git_oracle_test	git_archive_compat.rs body_lines=141 evidence_refs=5	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:560446677afd0ef2	oracle evidence layer	stock_oracle_test_function	archive	git_archive_compat::archive_matches_stock_git_for_zip_and_tgz_formats	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_archive_compat::archive_matches_stock_git_for_zip_and_tgz_formats	stock_git_oracle_test	git_archive_compat.rs body_lines=74 evidence_refs=4	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:278d7a8e920faf93	oracle evidence layer	stock_oracle_test_function	archive	git_archive_compat::archive_mtime_parsing_matches_stock_git_for_common_formats	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_archive_compat::archive_mtime_parsing_matches_stock_git_for_common_formats	stock_git_oracle_test	git_archive_compat.rs body_lines=56 evidence_refs=3	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:d1c27ea30a08c80e	oracle evidence layer	stock_oracle_test_function	archive	git_archive_compat::archive_mtime_invalid_text_falls_back_to_current_time_like_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_archive_compat::archive_mtime_invalid_text_falls_back_to_current_time_like_stock_git	stock_git_oracle_test	git_archive_compat.rs body_lines=45 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:e2dc2e0570fd5256	oracle evidence layer	stock_oracle_test_function	bisect	git_bisect_invalid_compat::bisect_visualize_unknown_option_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_bisect_invalid_compat::bisect_visualize_unknown_option_matches_stock_git	stock_git_oracle_test	git_bisect_invalid_compat.rs body_lines=13 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:aee7ef4b45bfdbfb	oracle evidence layer	stock_oracle_test_function	cat-file	git_cat_file_corrupt_object_compat::cat_file_rejects_unsupported_loose_object_type_like_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_cat_file_corrupt_object_compat::cat_file_rejects_unsupported_loose_object_type_like_stock_git	stock_git_oracle_test	git_cat_file_corrupt_object_compat.rs body_lines=17 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:fedb7ec5d7c602fe	oracle evidence layer	stock_oracle_test_function	cat-file	git_cat_file_invalid_compat::cat_file_batch_unknown_atom_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_cat_file_invalid_compat::cat_file_batch_unknown_atom_matches_stock_git	stock_git_oracle_test	git_cat_file_invalid_compat.rs body_lines=26 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:b0a2503cbe615f08	oracle evidence layer	stock_oracle_test_function	check-ignore	git_check_ignore_compat::check_ignore_matches_stock_git_for_common_modes	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_check_ignore_compat::check_ignore_matches_stock_git_for_common_modes	stock_git_oracle_test	git_check_ignore_compat.rs body_lines=81 evidence_refs=8	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:c5d948947fce9f47	oracle evidence layer	stock_oracle_test_function	check-ref-format	git_check_ref_format_compat::check_ref_format_matches_stock_git_for_common_modes	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_check_ref_format_compat::check_ref_format_matches_stock_git_for_common_modes	stock_git_oracle_test	git_check_ref_format_compat.rs body_lines=30 evidence_refs=11	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:d1225133b5163c6f	oracle evidence layer	stock_oracle_test_function	clean	git_clean_compat::clean_matches_stock_git_for_dry_run_force_and_paths	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clean_compat::clean_matches_stock_git_for_dry_run_force_and_paths	stock_git_oracle_test	git_clean_compat.rs body_lines=48 evidence_refs=8	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:79a8891d6a669575	oracle evidence layer	stock_oracle_test_function	clean	git_clean_compat::clean_quiet_matches_stock_git_output_and_state	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clean_compat::clean_quiet_matches_stock_git_output_and_state	stock_git_oracle_test	git_clean_compat.rs body_lines=16 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:a85de309767ac940	oracle evidence layer	stock_oracle_test_function	clean	git_clean_compat::clean_exclude_patterns_match_stock_git_modes	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clean_compat::clean_exclude_patterns_match_stock_git_modes	stock_git_oracle_test	git_clean_compat.rs body_lines=28 evidence_refs=4	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:504b5061dcdb1478	oracle evidence layer	stock_oracle_test_function	clean	git_clean_compat::clean_nested_git_directories_require_double_force_like_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clean_compat::clean_nested_git_directories_require_double_force_like_stock_git	stock_git_oracle_test	git_clean_compat.rs body_lines=28 evidence_refs=3	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:e216f336a498a8f9	oracle evidence layer	stock_oracle_test_function	clean	git_clean_compat::clean_require_force_false_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clean_compat::clean_require_force_false_matches_stock_git	stock_git_oracle_test	git_clean_compat.rs body_lines=19 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:86c1b675a7a0db72	oracle evidence layer	stock_oracle_test_function	clean	git_clean_compat::clean_invalid_require_force_bool_matches_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clean_compat::clean_invalid_require_force_bool_matches_stock_git	stock_git_oracle_test	git_clean_compat.rs body_lines=11 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:e7ae9f68761ab84d	oracle evidence layer	stock_oracle_test_function	<none>	git_cli_failure_compat::invalid_option_combinations_match_stock_git_failures	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_cli_failure_compat::invalid_option_combinations_match_stock_git_failures	stock_git_oracle_test	git_cli_failure_compat.rs body_lines=404 evidence_refs=23	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:ec6e1565814d66e8	oracle evidence layer	stock_oracle_test_function	<none>	git_cli_failure_compat::commit_conflict_and_invalid_cleanup_failures_match_stock_git	missing_or_unclassified	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_cli_failure_compat::commit_conflict_and_invalid_cleanup_failures_match_stock_git	stock_git_oracle_test	git_cli_failure_compat.rs body_lines=24 evidence_refs=0	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:d92664d10b2f52b9	oracle evidence layer	stock_oracle_test_function	clone	git_clone_compat::clone_ref_format_files_is_accepted_and_reftable_is_explicitly_unsupported	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clone_compat::clone_ref_format_files_is_accepted_and_reftable_is_explicitly_unsupported	stock_git_oracle_test	git_clone_compat.rs body_lines=51 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:798833e68b0e3e88	oracle evidence layer	stock_oracle_test_function	clone,remote	git_clone_compat::clone_relative_dot_records_fetchable_remote_url_like_stock_git	represented	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clone_compat::clone_relative_dot_records_fetchable_remote_url_like_stock_git	stock_git_oracle_test	git_clone_compat.rs body_lines=23 evidence_refs=1	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
oracle:96a7b20938006503	oracle evidence layer	stock_oracle_test_function	clone,worktree	git_clone_compat::clone_instant_local_repo_marks_worktree_first_without_changing_git_state	missing_or_unclassified	<test-function>	<from-test>	<from-test>	all	existing oracle inventory	git_clone_compat::clone_instant_local_repo_marks_worktree_first_without_changing_git_state	stock_git_oracle_test	git_clone_compat.rs body_lines=39 evidence_refs=0	use only after independent command/docs/schema census identifies the row shape	not a primary backlog source
